title,owners,num_reviews,positive,negative,ratio,pos_percent,neg_percent,ccu,median_2weeks,median_forever,average_2weeks,average_forever,been_sale,orig_price,num_tags,num_genres,year_released,rating_val,num_followers,num_languages,has_meta,userscore,Singleplayer_tag,Indie_tag,Action_tag,Adventure_tag,Casual_tag,Strategy_tag,Multiplayer_tag,RPG_tag,Simulation_tag,Atmospheric_tag,Horror_tag,2D_tag,Soundtrack_tag,Great_tag,Story_tag,Rich_tag,World_tag,Shooter_tag,Puzzle_tag,TurnBased_tag,Open_tag,FirstPerson_tag,Survival_tag,Fantasy_tag,Funny_tag,Coop_tag,Platformer_tag,Early_tag,Access_tag,Sim_tag,Indie_genre,Action_genre,Adventure_genre,Casual_genre,Simulation_genre,Strategy_genre,RPG_genre,_genre,Early_genre,Access_genre,Games_genre,Sports_genre,Racing_genre,Studios_genre,Entertainment_genre,Massively_genre,Multiplayer_genre,Studio_genre,Interactive_genre,Inc_genre,Software_genre,Game_genre,Utilities_genre,Feral_genre,Ltd_genre,Mac_genre,Design_genre,Illustration_genre,Sokpop_genre,Collective_genre,Activision,BANDAI NAMCO Entertainment,Capcom,Devolver Digital,Disney,Electronic Arts,Paradox Interactive,SEGA,Sokpop Collective,Square Enix,THQ Nordic,Ubisoft,Winged Cloud,other,tinyBuild
TaleSpire,95999.99999999997,648,623,25,24.92,96.14197530864197,3.8580246913580245,629,0,151,0,151,0,24.99,20.0,4.0,2021,9,36398.0,10,0,95.0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Stardew Valley,8632000.0,351666,344173,7493,45.93260376351261,97.86928506025603,2.1307149397439615,31802,277,1559,582,3329,0,14.99,20.0,3.0,2016,10,600208.0,21,1,97.0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fictorum,10999.999999999998,820,625,195,3.2051282051282053,76.21951219512195,23.78048780487805,21,0,21,0,21,1,9.99,14.0,3.0,2017,7,14658.0,10,1,76.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Squad,1847999.9999999995,80990,70958,10032,7.073165869218501,87.61328559081369,12.38671440918632,6685,3463,962,2361,10313,0,49.99,20.0,4.0,2020,9,0.0,10,0,87.0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Raft,6922999.999999996,114064,105457,8607,12.252468920645986,92.45423621826343,7.545763781736568,6555,462,738,433,1034,0,19.99,20.0,4.0,2018,9,466768.0,21,0,92.0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pummel Party,2074000.0,27291,24659,2632,9.368920972644377,90.35579495071634,9.644205049283647,2670,322,377,308,566,1,14.99,20.0,3.0,2018,9,104466.0,19,0,90.0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Forza Horizon 4,841999.9999999997,34702,26673,8029,3.322082451114709,76.86300501412022,23.136994985879777,14412,695,1265,1272,3351,0,59.99,20.0,1.0,2021,7,115014.0,25,0,77.0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ARK: Survival Evolved,9099000.000000013,422552,336259,86293,3.896712363691145,79.57813476211211,20.421865237887882,55831,521,1718,1044,11808,0,49.99,20.0,8.0,2017,9,1380324.0,30,1,79.0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Subnautica: Below Zero,1137000.0,34332,32088,2244,14.29946524064171,93.46382383781895,6.5361761621810555,2970,241,919,139,946,0,29.99,20.0,3.0,2019,9,196275.0,22,0,93.0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ghostrunner,625000.0000000002,23899,21937,1962,11.180937818552497,91.79045148332567,8.209548516674339,388,2,381,2,414,1,29.99,20.0,5.0,2020,9,102150.0,22,1,91.0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Beat Saber,2823000.000000002,50971,49067,1904,25.77048319327731,96.26454258303741,3.7354574169625865,2075,94,1228,76,2330,0,29.99,20.0,0.0,2019,10,137413.0,16,1,96.0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Devil May Cry 5,4062999.999999997,61732,58021,3711,15.634869307464296,93.98853106978552,6.011468930214475,2706,324,670,208,2919,1,24.99,20.0,2.0,2019,9,220274.0,21,1,93.0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DayZ,5067000.000000003,265435,178921,86514,2.0681161430519914,67.40670974061447,32.59329025938554,32051,693,1866,1037,10765,0,44.99,20.0,3.0,2018,6,504871.0,21,0,67.0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Risk of Rain 2,6986999.999999996,150889,145480,5409,26.895914217045664,96.41524564414901,3.5847543558509902,9792,305,1404,308,2333,0,24.99,20.0,2.0,2020,10,248065.0,20,1,96.0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DYSMANTLE,130000.00000000006,1746,1642,104,15.788461538461538,94.04352806414661,5.956471935853378,114,0,1264,0,1052,1,19.99,20.0,6.0,2020,9,31713.0,10,0,94.0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BeamNG.drive,2293000.000000001,72686,69920,2766,25.27838033261027,96.19459043006906,3.805409569930936,7516,267,994,317,5422,0,24.99,20.0,3.0,2015,10,261243.0,20,0,96.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Half-Life: Alyx,2427000.0000000014,56909,56129,780,71.9602564102564,98.6293907817744,1.3706092182255882,1067,183,640,166,720,0,59.99,20.0,0.0,2020,10,209391.0,37,1,98.0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5D Chess With Multiverse Time Travel,149999.99999999994,2797,2716,81,33.53086419753087,97.10404004290311,2.8959599570968897,85,45,267,45,165,1,11.99,20.0,3.0,2020,10,13710.0,10,0,97.0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Wallpaper Engine,14267999.999999989,344555,337876,6679,50.58781254678844,98.06155766133128,1.9384423386687177,51336,11,594,138,2784,0,3.99,20.0,6.0,2018,10,726351.0,28,0,98.0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hunt: Showdown,2981000.0,90225,73799,16426,4.492816266893948,81.79440288168468,18.20559711831532,15599,1491,1112,1533,4440,0,39.99,20.0,1.0,2019,9,394363.0,20,1,81.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PULSAR: Lost Colony,275999.9999999998,3426,3147,279,11.279569892473118,91.85639229422067,8.143607705779335,132,0,886,0,671,1,24.99,20.0,0.0,2015,9,98645.0,10,0,91.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Totally Accurate Battle Simulator,2704999.9999999986,61194,59957,1237,48.46968472109943,97.97855998954145,2.0214400104585417,3918,145,446,114,880,0,19.99,20.0,4.0,2021,10,335861.0,18,0,97.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dead Rising 3 Apocalypse Edition,820000.0000000002,13363,9807,3556,2.7578740157480315,73.38920900995285,26.610790990047146,596,81,527,81,682,1,29.99,20.0,2.0,2014,7,79588.0,20,0,73.0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hobo: Tough Life,93000.00000000001,3092,2385,707,3.3734087694483734,77.13454075032341,22.865459249676583,1447,365,500,365,376,0,24.99,20.0,4.0,2021,7,37573.0,15,0,77.0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pavlov VR,1490000.0,22236,20945,1291,16.223857474825717,94.19409965821191,5.8059003417880914,1415,213,597,158,1971,0,24.99,20.0,0.0,2017,9,34003.0,10,0,94.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Blade and Sorcery,979999.9999999995,18121,17234,887,19.429537767756482,95.1051266486397,4.8948733513603,1064,359,2775,204,2341,0,19.99,20.0,0.0,2018,10,51788.0,10,0,95.0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Disco Elysium - The Final Cut,910999.9999999997,34686,32679,2007,16.282511210762333,94.21380384016607,5.786196159833938,2462,212,672,198,859,0,39.99,20.0,1.0,2019,9,161055.0,18,1,94.0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Resident Evil 4,1858000.0000000007,31304,27945,3359,8.319440309615958,89.26974188602095,10.730258113979044,1350,77,458,75,739,1,19.99,20.0,3.0,2014,9,46198.0,14,1,89.0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
First Class Trouble,39999.99999999997,843,739,104,7.105769230769231,87.66310794780546,12.336892052194544,546,0,0,0,0,0,14.99,20.0,3.0,2021,9,12797.0,21,0,87.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hell Let Loose,1282999.9999999998,42267,34910,7357,4.745140682343346,82.5939858518466,17.406014148153407,4768,898,530,859,2635,0,29.99,20.0,6.0,2019,9,181571.0,20,0,82.0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Beyond: Two Souls,332000.0000000001,7396,6692,704,9.505681818181818,90.48134126554895,9.518658734451055,254,9,334,9,288,1,19.99,20.0,2.0,2020,9,31078.0,32,1,90.0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
No Man's Sky,5547000.0,191339,134694,56645,2.3778621237531996,70.39547609217148,29.60452390782851,8578,771,1055,594,2410,0,59.99,20.0,0.0,2016,6,689982.0,23,1,70.0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dragon's Dogma: Dark Arisen,1390000.000000001,23742,21280,2462,8.643379366368805,89.63019122230646,10.369808777693539,1506,90,760,90,2170,1,29.99,20.0,3.0,2016,9,192527.0,16,1,89.0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Binding of Isaac: Rebirth,4233000.000000002,146522,143578,2944,48.76970108695652,97.99074541707049,2.0092545829295263,53365,885,3366,975,7625,0,14.99,20.0,3.0,2014,10,225217.0,10,0,97.0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Emily is Away <3,32000.000000000007,1326,1265,61,20.737704918032787,95.39969834087482,4.600301659125189,154,0,0,0,0,0,9.99,20.0,6.0,2021,10,7415.0,10,0,95.0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hades,3948000.000000001,140597,138908,1689,82.24274718768503,98.79869413998877,1.2013058600112378,6421,898,1135,766,1766,0,24.99,20.0,4.0,2020,10,203119.0,20,1,98.0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Crusader Kings III,1959999.999999999,52880,49438,3442,14.36316095293434,93.4909228441755,6.509077155824508,14201,675,2063,694,3466,0,49.99,20.0,4.0,2020,9,173453.0,17,1,93.0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BONEWORKS,725999.9999999997,20230,18399,1831,10.048607318405242,90.94908551655956,9.050914483440435,502,188,734,152,560,0,29.99,20.0,0.0,2019,9,93483.0,10,1,90.0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Beyond The Wire,79000.00000000006,3097,2403,694,3.462536023054755,77.59121730707136,22.408782692928643,130,1,2233,1,2233,1,34.99,20.0,7.0,2020,7,35816.0,13,0,77.0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Age of Empires III: Definitive Edition,411000.0000000001,17313,12527,4786,2.617425825323861,72.356033038757,27.643966961242995,5734,451,988,369,1351,0,19.99,19.0,3.0,2020,7,47926.0,22,1,72.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Age of Empires II: Definitive Edition,2499000.000000001,75553,70780,4773,14.829247852503666,93.68258044022078,6.3174195597792275,21455,719,599,659,2829,0,19.99,20.0,4.0,2019,9,165083.0,23,1,93.0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Grounded,550000.0000000001,19039,16688,2351,7.098256061250532,87.65166237722569,12.348337622774306,1301,96,569,96,619,0,29.99,20.0,3.0,2020,9,168806.0,19,0,87.0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Divinity: Original Sin 2 - Definitive Edition,4970000.000000001,120571,115859,4712,24.588073005093378,96.0919292367153,3.908070763284704,9306,485,2256,474,4385,0,44.99,20.0,3.0,2017,10,462230.0,20,1,96.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RimWorld,2674000.0,100956,99274,1682,59.02140309155767,98.33392765165023,1.6660723483497761,17016,1664,2640,1262,7439,0,34.99,20.0,3.0,2018,10,467002.0,32,1,98.0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Left 4 Dead 2,7679999.999999994,484532,471316,13216,35.66253026634383,97.27241957187555,2.7275804281244582,20779,97,517,121,1847,0,9.99,20.0,1.0,2009,10,0.0,37,1,97.0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Microsoft Flight Simulator,393000.00000000023,24778,18561,6217,2.9855235644201383,74.90919363951892,25.09080636048107,5974,1335,4636,809,3837,0,59.99,20.0,0.0,2020,7,86274.0,17,1,74.0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Project Zomboid,1720000.000000001,38012,34081,3931,8.66980412108878,89.65852888561507,10.341471114384932,6064,1508,452,1192,2202,0,14.99,20.0,4.0,2013,9,175506.0,26,0,89.0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MORDHAU,4008000.000000003,87917,72660,15257,4.762404142360883,82.64613214736627,17.353867852633734,10274,304,1385,276,2873,0,29.99,20.0,2.0,2019,9,173504.0,19,1,82.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GTFO,756000.0000000001,23810,21146,2664,7.937687687687688,88.81142377152457,11.18857622847543,3698,334,358,191,653,0,34.99,20.0,2.0,2019,9,236160.0,10,0,88.0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OMORI,314999.99999999994,14659,14477,182,79.54395604395604,98.75844191281806,1.241558087181936,1404,0,1140,0,1077,0,19.99,20.0,4.0,2020,10,36856.0,10,0,98.0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Deep Rock Galactic,4045000.0000000014,85555,82875,2680,30.92350746268657,96.86751212670212,3.1324878732978783,6154,615,1346,507,3589,0,29.99,20.0,2.0,2020,10,0.0,24,1,96.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nioh 2 – The Complete Edition,534000.0000000005,18461,15519,2942,5.274983004758668,84.06370185797087,15.936298142029143,9054,4582,1658,4585,3835,0,49.99,20.0,2.0,2021,9,63569.0,23,0,84.0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Devil May Cry HD Collection,322000.0,3321,3001,320,9.378125,90.36434808792532,9.635651912074676,231,0,970,0,945,1,29.99,20.0,2.0,2018,9,35198.0,17,0,90.0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Resident Evil 6,1927999.9999999995,30518,24453,6065,4.031821929101402,80.12648273150272,19.87351726849728,1233,6570,837,6570,1907,1,29.99,20.0,3.0,2013,7,76182.0,17,1,80.0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
